timestamp,x,y,z
202613,12.94,-18.43,2.81
202816,-26.61,36.56,54.75
203019,16.3,-44.07,-17.15
203223,46.14,-16.85,-11.35
203426,21.36,-18.43,-14.04
203630,58.59,62.99,26.73
203833,-578.43,-123.9,140.87
204038,94.73,31.8,-289.31
204241,56.4,232.12,-137.88
204443,-143.98,-7.39,-39.79
204646,65.19,6.65,1.53
204849,96.37,37.05,4.58
205051,-34.0,-30.94,62.44
205256,-177.0,-76.97,25.15
205459,47.67,28.2,-44.37
205661,155.46,57.92,-103.33
205865,9.52,-44.01,28.14
206070,62.62,7.02,5.13
206273,36.32,2.56,-6.77
206477,21.67,-0.24,4.03
206682,1.83,-0.18,-0.49
206885,-3.11,-2.87,-5.07
207089,-3.97,1.22,-5.31
207293,-495.0,-99.67,-17.4
207500,2.81,12.45,6.53
207703,22.71,2.38,6.16
207905,-2.38,4.21,0.31
208108,8.36,-0.79,0.37
208313,13.61,4.88,-0.55
208515,-3.42,2.69,-3.54
208719,-36.56,0.55,-5.43
208923,-0.55,1.65,0.55
209126,4.64,-2.75,-0.12
209330,-68.66,-26.73,-0.55
209533,-11.78,-16.6,-3.3
209736,73.61,24.11,21.91
209939,96.56,-141.24,29.97
210142,-16.54,59.08,-30.46
210345,-17.33,-73.91,-160.28
210548,37.11,-51.7,48.83
210752,-127.81,300.9,80.44
210958,1.34,-9.52,1.83
211162,149.05,-3.48,-4.64
211364,9.58,0.12,5.0
211567,7.45,-2.93,2.2
211770,75.68,-11.84,-22.58
211973,151.06,-70.25,82.09
212176,23.07,-20.57,-26.06
212379,1.59,49.68,-34.79
212583,-4.27,-1.1,0.31
212786,0.73,1.28,3.17
212990,0.55,-0.55,2.93
213194,-6.84,-5.25,2.99
213397,-2.01,4.52,0.37
213600,-12.02,2.2,-2.32
213805,-322.33,72.14,-2.14
214009,-23.62,3.42,-6.71
214214,104.43,-17.58,21.97
214417,8.18,-6.41,-11.54
214619,1.65,-29.97,-22.09
214822,67.87,-28.44,32.23
215024,22.83,138.61,80.26
215228,88.5,117.61,80.14
215431,49.68,24.17,11.84
215635,93.02,3.17,-19.17
215839,310.36,-75.01,32.41
216043,250.18,-72.27,146.06
216246,58.41,36.5,83.86
216449,-13.79,155.7,229.19
216654,-32.47,-61.28,-70.37
216856,586.55,46.88,84.66
217059,-35.1,187.62,118.96
217263,-160.34,87.28,150.88
217467,-40.89,-66.41,16.05
217671,32.53,-290.89,65.37
217875,-191.59,258.06,-156.74
218079,35.83,-366.39,-213.56
218282,25.15,86.55,12.63
218485,-99.85,560.18,-159.97
218689,-64.39,-133.73,410.71
218892,-7.63,-150.88,-501.28
219095,-9.89,39.25,109.92
219298,-74.1,141.42,114.93
219503,8.36,-127.81,-51.15
219706,17.33,-21.91,95.83
219910,-60.67,331.91,70.5
220114,133.42,-364.26,-182.86
220319,-53.34,278.38,134.89
220522,10.74,-31.43,-27.04
220725,20.26,-34.12,-22.95
220929,12.15,-11.29,-8.48
221132,-0.31,-0.43,-2.44
221335,10.07,-13.43,-10.86
221538,8.3,-5.74,-16.6
221743,-8.48,6.77,1.95
221949,-23.38,78.61,33.57
222151,1.4,-60.49,-44.74
222356,-1.53,16.78,-0.06
222561,0.98,-4.21,-3.66
222764,-96.01,-53.96,-64.39
222967,-32.47,-154.3,-21.06
223171,134.34,31.25,-46.26
223375,-149.29,215.03,327.82
223578,-50.23,-76.78,-150.76
223781,15.5,-101.07,-25.63
223984,-9.52,24.05,22.58
224190,-9.52,14.71,9.46
224394,-49.93,203.25,184.33
224597,-21.67,-99.85,-114.81
224800,2.32,16.42,3.48
225005,16.72,-33.2,-16.24
225208,-5.13,11.96,4.27
225411,-0.98,5.07,0.55
225615,-91.06,-40.22,-12.94
225819,-52.43,88.87,-18.68
226024,-0.12,17.27,-65.31
226228,-45.9,138.61,134.89
226432,47.85,-71.66,-50.78
226637,2.38,13.92,-10.13
226841,7.32,-8.12,-1.34
227045,5.55,-8.24,-6.35
227249,7.87,-7.57,-3.97
227452,5.92,-2.01,1.95
227655,1.22,-1.4,-3.85
227860,-72.08,-101.32,-126.4
228063,-109.44,141.54,80.26
228272,55.73,-248.47,-151.79
228475,8.97,206.6,-10.68
228679,14.89,-26.79,8.54
228882,-4.39,3.17,21.12
229085,37.11,77.03,28.38
229289,0.73,39.86,64.03
229492,-9.58,-23.25,-12.21
229696,-9.52,10.19,5.13
229902,0.55,-3.23,-4.09
230105,-4.58,6.65,-2.2
230309,-1.59,3.97,-3.11
230513,1.46,-2.2,-2.81
230718,8.0,-11.84,-4.64
230920,3.17,-3.91,-3.05
231123,-0.43,1.65,1.59
231327,-5.31,6.84,5.19
231531,-0.61,2.81,-3.72
231735,4.46,-6.16,-5.0
231938,4.64,-7.02,-2.26
232141,0.49,-1.1,1.34
232346,-4.52,9.22,-4.58
232548,-2.01,5.43,-0.85
232751,-1.65,-1.16,4.39
232953,1.1,-2.14,4.27
233158,33.14,-252.81,-179.14
233361,-63.78,236.02,102.11
233565,27.83,-94.6,-50.78
233768,-55.85,262.57,27.1
233971,102.29,-418.21,-142.58
234176,-128.17,313.17,158.33
234378,74.77,-252.32,-83.74
234581,-19.65,371.46,176.88
234785,123.54,30.4,22.83
234988,-24.96,148.25,68.12
235191,-4.39,139.59,-201.54
235394,-34.18,443.18,-50.42
235597,66.41,46.08,-140.87
235800,25.33,-48.65,28.38
236002,233.46,-128.78,37.6
236205,147.22,-139.59,83.62
236407,56.46,-165.95,108.34
236611,23.13,62.87,224.98
236814,0.24,188.05,237.3
237017,91.74,-48.77,-95.52
237219,-35.22,18.31,-39.18
237423,96.25,-68.24,-224.3
237626,-79.9,194.7,-0.98
237828,-74.95,243.35,2.38
238030,205.87,-232.06,-63.84
238234,64.03,-33.45,-102.6
238438,16.6,-93.75,155.21
238641,117.86,-262.33,224.3
238844,79.77,404.05,-142.52
239047,73.18,-54.57,-133.42
239251,-10.68,-141.54,104.68
239454,-11.11,28.08,-31.8
239658,-12.02,71.17,28.69
239862,-14.04,336.79,-34.67
240065,25.39,-84.35,123.84
240270,-32.9,55.97,-50.72
240475,-41.38,33.75,106.69
240678,-45.59,62.44,-275.21
240882,-12.57,-164.92,117.92
241087,24.23,74.83,92.35
241292,34.36,64.94,-130.74
241496,5.31,-14.4,18.19
241699,35.58,35.28,58.72
241904,21.67,33.08,74.83
242109,-5.92,25.15,-46.88
242312,-13.55,26.0,-5.0
242518,-46.88,-28.02,-8.42
242722,125.67,-64.76,8.0
242926,-43.82,109.62,60.49
243130,-9.28,14.83,-52.67
243333,47.06,-56.7,20.02
243535,-50.9,73.61,-35.1
243739,-4.21,17.88,7.2
243943,26.73,-34.24,-35.28
244146,16.6,-20.51,26.18
244349,-10.99,-36.93,-43.82
244553,-80.2,64.58,-27.71
244758,-1.83,-12.45,26.12
244962,20.26,-11.41,11.35
245166,0.12,3.11,5.8
245369,3.36,0.18,-0.31
245574,5.25,6.41,32.65
245777,-44.86,-81.54,-279.91
245983,57.25,-65.73,309.88
246185,91.86,-332.15,-115.91
246388,5.49,-117.74,-30.52
246592,-37.96,24.78,-39.73
246796,-66.28,69.52,-9.09
246999,-10.68,113.16,-140.01
247202,152.83,-152.71,25.21
247406,34.24,-9.58,17.58
247611,27.89,-28.56,-42.91
247815,12.82,19.35,-16.17
248020,-11.72,28.81,-16.6
248225,7.2,13.31,-15.14
248428,-1.4,3.17,-2.08
248631,-0.31,0.73,-3.42
248834,-1.4,0.61,2.75
249037,1.22,-0.92,-0.61
249241,1.83,1.83,-1.04
249444,-0.06,0.0,-0.79
249648,0.24,2.56,-0.73
249854,0.55,-0.18,-2.99
250059,-2.01,-0.98,3.11
250263,0.24,1.4,-2.08
250467,1.95,1.22,-4.03
250669,2.44,-3.42,-1.46
250872,-2.38,1.04,0.92
251076,1.77,-0.06,0.55
251279,35.95,-15.87,-109.62
251482,-16.24,-25.09,-18.43
251687,15.81,-7.57,-4.7
251890,-20.14,30.33,66.65
252093,-27.4,-25.21,91.37
252296,-48.58,-67.57,-141.6
252498,24.54,81.73,64.64
252703,-12.57,12.02,71.9
252905,16.85,-28.38,-74.22
253109,-17.03,36.74,48.4
253311,41.32,-44.13,-166.38
253514,-84.05,179.32,4.88
253717,56.7,-79.77,-84.11
253921,-39.12,58.17,82.76
254124,-63.17,-4.58,103.33
254327,43.88,-28.87,9.89
254531,34.0,-18.19,-25.45
254735,0.98,-2.01,-2.93
254937,5.07,1.16,-4.15
255140,1.53,-1.28,-3.48
255344,2.62,1.22,-2.56
255549,3.36,1.34,-4.82
255752,-4.76,-3.42,3.05
255957,7.57,6.35,-110.35
256162,76.35,-67.63,-61.22
256367,-9.95,81.6,78.06
256571,-131.16,56.64,177.92
256776,2.08,14.47,20.32
256980,-98.45,189.64,-306.09
257186,-109.31,-128.17,-56.4
257390,58.65,5.55,16.24
257593,-16.3,-36.01,170.65
257797,-14.83,-7.45,2.44
258000,3.05,-45.9,4.52
258203,17.09,2.2,0.49
258406,1.28,2.5,-1.89
258610,-3.11,-40.22,15.44
258813,13.37,-35.1,23.56
259016,4.94,4.58,3.85
259219,-6.23,-1.71,-1.4
259421,1.4,-0.55,-4.21
259625,-0.61,2.14,-2.99
259827,-1.4,-0.12,-0.85
260030,-3.6,-0.79,-0.79
260234,-0.43,-1.65,-0.73
260438,0.18,1.77,1.28
260641,-1.46,-1.16,-0.98
260846,-1.65,1.1,-1.83
261050,1.28,4.09,-5.55
261253,4.88,2.81,-1.46
261458,0.79,2.32,-2.5
261661,-2.01,-5.98,5.68
261865,-28.5,162.84,-77.27
262067,-10.13,-47.73,-30.21
262270,45.04,-36.56,18.13
262475,74.52,-35.28,-45.65
262678,5.37,-48.03,177.55
262882,12.15,-5.74,10.8
263085,1.04,-5.92,2.99
263289,-2.75,-5.49,8.06
263492,0.61,2.08,-3.54
263695,-4.82,1.89,3.3
263898,-4.58,5.19,-3.78
264101,-6.71,1.65,0.06
264304,-8.85,1.46,-2.69
264508,1.65,-7.51,1.1
264711,10.8,-26.18,-59.75
264913,-3.11,-27.4,-47.0
265116,5.98,6.77,-0.61
265319,-6.23,8.61,5.13
265523,-2.5,-0.31,1.22
265726,20.45,-4.64,4.03
265929,-56.09,-43.33,154.66
266132,5.55,4.82,-6.9
266336,0.79,2.56,-13.12
266540,0.79,0.12,-6.04
266742,-4.15,-0.18,-0.79
266947,2.26,2.81,-1.89
267150,5.31,-0.24,-3.72
267354,2.01,3.72,-5.25
267557,-2.08,-1.89,3.42
267760,1.95,0.49,-2.75
267963,8.0,-1.83,-2.38
268167,-1.95,-2.44,0.06
268369,0.61,0.06,-2.87
268572,-4.7,-6.53,-1.83
268775,-1.71,3.78,4.27
268978,-2.5,-0.85,-0.73
269182,13.67,-4.39,-4.88
269384,24.41,-37.78,-61.46
269587,30.88,-59.33,-26.43
269791,109.92,35.95,8.85
269994,187.62,-225.16,-309.81
270198,100.71,200.26,-168.46
270401,15.63,-67.32,29.36
270604,-19.71,6.23,-3.36
270808,-2.38,0.79,0.55
271011,1.77,-18.43,-1.04
271214,5.31,-11.54,0.31
271418,1.34,-3.23,-0.43
271622,-8.97,24.78,-1.77
271826,-9.34,9.4,-2.93
272029,-25.88,21.36,14.04
272232,-13.85,4.15,-3.91
272436,-79.28,71.17,-14.65
272640,-8.79,-12.7,4.03
272845,-259.7,185.67,131.35
273050,-99.67,3.11,-0.06
273256,28.56,-16.48,-12.33
273459,85.02,-46.63,0.73
273661,10.01,-0.85,2.14
273865,-6.59,-6.23,-0.06
274068,0.61,-5.31,2.99
274271,-5.0,-3.54,2.26
274475,-3.6,-3.91,4.15
274678,-7.87,-5.07,8.97
274882,-0.92,-2.01,2.99
275085,-2.08,2.99,2.75
275288,-2.38,2.75,4.46
275491,-5.31,-2.01,3.3
275695,59.45,-41.81,-67.75
275898,287.54,-116.82,31.86
276103,196.84,-31.49,-26.98
276306,154.85,-3.97,-8.91
276509,294.19,0.31,10.13
276712,50.48,3.91,8.06
276915,-487.24,53.71,23.8
277119,-83.86,34.42,15.2
277322,-119.14,35.4,-41.5
277525,-3.97,86.67,-46.45
277729,-227.36,-0.49,98.27
277933,-51.64,-11.05,10.13
278136,-39.12,9.95,-41.14
278338,-13.49,-1.16,-13.85
278541,0.31,-3.05,-7.63
278744,-5.37,-2.81,-1.22
278949,0.37,-4.27,-7.26
279154,-2.08,-4.46,-4.15
279357,-0.61,-2.01,-2.44
279560,-1.46,-0.37,-2.14
279766,9.89,-4.64,-7.02
279968,3.6,-7.14,-19.71
280173,0.43,-8.12,-11.23
280376,-0.92,-8.73,-7.87
280580,0.06,-8.91,-6.96
280783,-3.05,-4.7,-0.06
280986,-0.43,1.34,-1.89
281189,100.83,-110.84,-39.18
281393,14.77,-28.44,8.67
281595,-23.07,6.71,-3.72
281800,1.04,-10.62,8.73
282004,-1.77,-7.2,-2.26
282207,-0.98,-6.41,-2.5
282411,12.39,-12.27,-1.34
282614,-130.0,137.94,14.95
282818,-119.38,-28.56,7.93
283022,107.24,78.67,80.57
283225,-52.86,-177.61,-15.99
283427,18.62,128.54,24.96
283631,62.68,-7.39,18.37
283833,-2.75,-36.01,4.52
284036,36.8,74.95,-29.11
284239,-29.05,-99.98,3.23
284442,-21.67,35.28,-63.17
284644,22.28,-101.99,-96.74
284848,-34.36,24.35,-123.41
285051,88.44,-108.52,-52.98
285256,-117.98,170.96,76.97
285458,-1.4,25.63,95.83
285661,30.52,42.48,-47.0
285865,62.01,-16.72,-56.03
286072,-33.39,49.19,-23.93
286275,-27.53,37.11,11.05
286478,-7.39,4.46,8.61
286683,-49.13,15.5,10.99
286885,-189.76,25.94,36.19
287088,1.77,3.11,4.52
287290,13.24,-2.99,7.2
287493,19.84,-1.04,-2.56
287698,7.87,-0.18,5.13
287901,5.92,-0.61,6.29
288104,3.72,0.98,1.4
288307,35.77,13.31,-8.48
288510,68.91,-14.28,-5.31
288714,-66.1,64.7,51.88
288918,-74.46,-51.27,-8.61
289121,-10.01,-10.56,17.46
289324,112.61,-23.01,59.27
289528,273.32,-69.82,-2.62
289733,-125.73,57.98,21.61
289939,-1.46,-25.33,23.25
290142,-10.5,1.53,13.85
290348,-7.02,-8.24,9.64
290554,-5.25,-0.98,3.85
290756,-1.65,0.49,3.42
290961,-5.07,5.13,3.36
291164,3.17,-1.34,1.59
291367,-5.55,5.62,2.56
291571,0.12,-3.85,3.54
291774,-1.89,-3.42,1.22
291977,-3.05,0.67,-0.37
292180,0.43,4.09,-1.16
292384,-3.54,-0.24,-1.04
292590,5.31,-1.28,-3.11
292793,0.61,6.53,-1.77
292996,-18.86,6.47,21.79
293200,7.14,-6.59,0.31
293404,-3.36,-32.59,7.02
293608,1.89,3.54,-1.28
293812,-0.12,-2.14,0.43
294016,-0.92,3.91,-0.85
294219,-0.12,0.24,-0.61
294422,1.28,2.01,-1.16
294625,0.92,0.73,-0.61
294828,-1.59,0.85,-0.98
295032,-0.37,0.43,-0.31
295236,-26.86,-2.75,15.38
295438,-5.98,68.6,12.76
295642,10.62,91.8,69.64
295844,11.96,44.31,125.31
296047,-2.87,-41.08,9.95
296252,-73.67,124.94,11.35
296455,-73.18,232.3,46.81
296658,-29.54,219.54,-60.61
296862,404.17,-236.33,-135.56
297066,154.3,-60.24,-43.95
297271,64.15,-88.62,-86.06
297474,13.37,-17.46,-111.08
297679,9.4,-41.26,-57.92
297884,-20.94,-39.0,-16.91
298088,-15.44,30.76,27.59
298292,-25.82,36.62,93.93
298495,-54.63,-25.7,149.66
298699,-209.47,32.17,-9.46
298902,-153.87,-40.65,-98.51
299106,-402.04,-62.68,245.54
299310,-280.09,-159.97,-104.86
299515,-75.68,-229.92,-159.06
299719,129.58,-64.33,-20.69
299923,-194.64,215.88,20.81
300128,-64.7,25.63,-55.91
300334,-17.64,-122.86,420.35
300536,112.98,8.91,354.74
300740,-160.16,83.07,-8.97
300943,39.06,24.48,98.08
301148,72.81,-9.46,47.06
301352,-207.4,101.87,31.13
301555,-33.26,-115.17,160.46
301759,-85.88,75.81,93.69
301963,-42.24,81.73,134.09
302166,162.41,-218.02,-390.69
302368,-207.76,-253.17,-136.11
302571,-44.49,-385.44,279.66
302773,-18.62,402.16,-72.88
302976,-96.86,-205.99,162.6
303179,26.12,-85.75,-250.43
303381,-44.68,82.28,267.21
303584,-63.6,212.4,-214.72
303787,76.42,-23.38,-128.05
303990,-4.58,146.61,-72.14
304195,24.78,183.04,95.09
304398,53.77,46.81,-121.89
304601,24.48,95.03,19.65
304804,93.14,266.78,-96.13
305007,1.65,224.85,-0.98
305210,124.63,362.55,-200.07
305413,128.23,197.33,197.27
305616,185.24,370.3,-31.49
305819,214.36,38.33,11.84
306021,103.58,310.49,-35.03
306225,0.18,-121.46,-33.94
306428,-75.38,131.71,-48.95
306630,-111.39,-230.65,-33.39
306834,-84.84,-218.99,-69.95
307038,-143.55,104.25,-205.08
307241,228.52,-458.37,-172.79
307444,-28.81,-329.9,44.37
307646,93.57,364.26,10.93
307849,29.48,264.34,223.27
308052,-79.71,-312.5,-268.01
308256,-76.54,-262.76,-14.65
308459,27.65,184.81,33.75
308663,-52.12,17.82,-36.62
308867,-43.15,-208.19,-30.4
309071,-21.91,73.85,-3.11
309276,18.07,-19.96,62.87
309478,37.78,125.37,-122.01
309681,-44.43,342.96,-205.57
309884,17.27,195.13,-93.51
310087,-1.71,24.72,-66.41
310291,106.2,-37.29,-65.12
310494,-622.92,382.87,150.39
310697,-524.48,107.06,-94.3
310900,69.52,-130.55,28.44
311103,77.15,186.46,-45.53
311306,-43.76,-66.71,18.31
311511,19.65,-68.42,-55.6
311714,8.67,169.37,73.79
311917,20.87,-79.04,-41.56
312120,-58.41,-64.76,10.93
312324,41.02,115.17,11.9
312528,-4.76,-8.24,21.42
312732,-69.89,4.82,-47.06
312935,6.23,-49.8,49.01
313137,26.79,112.43,-103.33
313340,-62.62,-128.17,99.37
313544,25.76,42.48,-143.49
313747,-50.84,98.75,119.14
313950,-49.93,-135.62,-73.18
314154,-34.85,159.73,-45.23
314358,-9.22,-9.64,38.27
314561,-101.2,-69.15,-176.27
314765,-109.31,213.26,-94.85
314968,-199.1,-346.98,-236.88
315171,-295.96,-235.29,-161.99
315374,101.01,476.81,-165.53
315579,-45.29,277.83,36.01
315784,-132.63,-405.64,-146.12
315987,1.4,12.76,36.56
316190,-112.73,182.92,-24.17
316394,46.2,-1.77,0.12
316598,27.4,16.85,-21.06
316802,21.79,6.65,-5.86
317005,-16.11,-20.32,-2.44
317210,6.47,-23.13,-6.96
317413,4.21,0.61,17.7
317617,39.25,26.12,0.79
317820,29.24,15.38,11.84
318024,12.57,0.24,24.41
318227,-21.55,25.15,6.29
318430,-12.82,20.81,-20.32
318633,7.32,-5.19,-7.32
318836,3.85,8.73,-20.02
319039,5.55,11.35,-11.41
319243,-8.06,21.06,3.36
319446,11.72,16.97,-2.93
319650,1.34,5.0,-4.46
319854,-35.52,34.97,19.35
320058,45.23,-78.92,-47.61
320261,79.1,120.36,-20.32
320466,-15.69,57.98,9.03
320669,-8.67,-23.8,53.89
320871,5.13,8.97,-4.15
321074,2.99,10.01,-2.99
321277,18.62,0.24,-27.22
321480,-0.12,-0.73,-0.37
321685,-2.75,-37.84,-21.67
321888,17.27,-56.09,19.04
322092,308.96,-207.76,125.98
322296,39.43,91.86,-37.29
322499,88.75,216.06,-56.7
322702,106.81,272.58,133.06
322906,17.46,6.04,88.75
323110,-4.33,-23.74,7.45
323313,2.87,5.55,39.31
323516,-5.19,41.87,50.05
323718,-1.59,-24.66,-8.67
323922,-4.27,-5.62,17.76
324126,-9.95,8.0,-0.12
324330,-85.88,54.87,-134.09
324536,-87.59,-78.8,20.02
324741,-157.78,-93.99,-33.08
324946,-606.63,155.03,-36.32
325151,-112.49,2.5,-39.79
325354,38.51,13.0,9.4
325558,22.22,25.02,14.4
325761,-6.29,13.79,6.1
325965,-1.28,4.09,-1.04
326168,-7.14,-1.1,-1.22
326372,-2.69,-0.31,-1.4
326577,4.52,0.49,-0.55
326781,-3.42,-0.79,-0.49
326987,-13.18,-1.46,-3.11
327191,-14.28,0.73,-4.09
327396,-6.41,-0.73,-0.18
327601,-2.81,0.37,-1.59
327805,-12.94,-1.34,-2.62
328008,2.2,0.31,-3.11
328211,46.94,-94.06,16.72
328415,94.48,-61.04,-260.19
328618,177.92,282.9,-33.69
328821,69.76,-221.92,863.71
329024,-17.76,-168.46,-152.34
329226,105.83,197.51,64.39
329429,23.68,200.93,32.84
329634,-172.97,-240.66,-26.98
329838,-52.06,-348.51,-66.28
330041,-112.3,-151.0,44.98
330245,147.95,63.05,-103.39
330449,161.01,481.51,20.2
330652,187.19,228.33,210.14
330856,-178.77,-203.43,-224.3
331061,-101.01,-469.54,-71.78
331266,103.27,200.68,-3.42
331469,142.21,503.54,228.76
331672,-65.31,-50.54,93.26
331877,-94.67,-394.78,-274.11
332080,101.44,28.44,259.09
332283,55.18,348.14,-49.87
332487,852.42,-284.06,-61.89
332692,-128.54,-260.38,-82.52
332897,-58.23,-5.98,107.73
333101,98.94,123.9,-10.19
333305,58.29,-4.27,82.28
333508,52.12,-23.62,-90.39
333712,-104.06,16.85,19.53
333916,-71.59,-119.2,-64.88
334120,17.27,-15.32,45.53
334322,-0.61,19.23,-11.05
334525,36.62,4.39,31.98
334729,30.52,86.36,49.8
334933,-43.4,-81.97,-111.82
335136,-81.79,-66.47,-126.28
335341,-43.27,36.32,72.2
335544,29.11,-48.03,-82.34
335748,5.68,20.39,-33.39
335951,16.97,-0.31,-53.71
336155,4.76,88.56,-11.35
336358,10.13,-49.62,-82.03
336563,11.05,43.76,-18.49
336766,-8.18,52.12,-18.62
336970,22.09,86.0,29.11
337175,50.78,269.59,147.89
337378,-820.98,374.15,441.71
337580,-32.84,-199.4,-36.32
337784,-25.51,145.57,180.79
337987,-16.85,4.52,-64.45
338190,-55.91,-119.08,26.37
338394,7.45,156.19,28.99
338597,51.15,-109.68,1.1
338800,1.22,3.48,-94.24
339003,-35.28,124.51,98.27
339206,-40.41,-229.86,-59.63
339409,76.6,163.45,-60.42
339612,-684.27,-97.05,-134.64
339814,-134.34,-25.27,-128.05
340017,-186.04,21.85,46.02
340220,-40.41,-293.76,-24.41
340423,-41.2,-30.4,-72.08
340627,63.66,181.03,124.21
340830,99.67,-11.66,202.09
341032,93.38,25.02,-37.72
341235,-102.72,-19.17,-89.9
341438,-45.35,73.0,8.91
341641,4.46,-26.61,6.29
341844,38.33,50.54,-24.17
342046,76.6,-66.04,22.4
342250,-86.79,84.72,-100.52
342452,-98.02,-164.0,-91.8
342656,11.47,52.92,77.64
342859,-20.51,73.06,13.49
343062,105.41,-20.39,68.54
343266,-59.69,40.28,9.58
343470,-3.54,-187.56,-13.12
343673,-74.58,344.54,-51.21
343879,49.99,115.91,33.69
344083,19.1,-58.84,-222.17
344285,39.67,-282.84,203.61
344487,-41.32,14.1,-109.01
344690,153.75,-129.88,-284.12
344892,-208.07,324.95,165.71
345095,429.75,-343.69,-75.62
345297,24.11,61.83,-231.38
345500,-45.41,116.46,120.18
345705,-53.77,17.76,-43.03
345908,44.01,-63.35,-9.03
346113,29.11,-50.78,-13.79
346316,-8.73,67.69,12.88
346519,-6.16,-42.3,22.22
346721,40.59,-17.09,53.04
346924,58.04,-93.99,-44.74
347127,-4.88,-34.73,53.77
347330,-80.81,43.09,15.99
347533,-82.58,4.88,9.03
347736,-1.34,-30.15,-24.23
347938,-0.55,-0.98,-9.34
348141,-63.96,145.87,192.26
348344,11.35,34.12,37.9
348546,94.67,-102.48,3.54
348750,16.05,-16.11,12.15
348952,1.77,12.39,18.07
349155,23.38,-95.4,-117.8
349359,100.28,-84.29,-55.85
349563,-140.14,184.63,33.45
349766,-134.4,141.78,200.5
349969,87.52,-214.36,-148.5
350175,7.87,138.61,-14.1
350378,-21.73,-73.49,-34.12
350581,80.32,-234.01,85.08
350784,-161.93,494.2,-73.55
350987,129.82,-586.49,3.54
351190,-29.48,388.43,-259.64
351394,-98.75,46.88,33.02
351598,34.91,-374.08,168.27
351802,-139.16,505.13,-272.28
352007,75.87,-115.23,-47.61
352209,-116.03,211.3,13.67
352412,32.23,-219.79,-114.99
352615,91.74,-403.93,168.7
352818,-17.4,-118.77,-34.24
353021,-10.38,-123.66,-62.68
353223,-55.11,33.33,56.95
353426,-122.8,-17.33,8.06
353629,31.13,-34.97,-6.29
353832,-42.24,390.93,-12.63
354035,-40.28,282.84,-95.76
354238,-217.77,458.56,152.95
354440,82.34,5.0,30.58
354643,77.33,-423.52,-7.75
354845,-144.29,-476.14,-82.28
355048,-93.63,224.12,132.75
355250,-336.61,808.11,-244.57
355453,85.69,-68.18,-142.76
355655,6.1,-74.46,-6.23
355858,97.17,1.95,11.84
356061,117.8,-175.17,17.64
356264,-19.35,-321.9,94.97
356467,-43.7,-244.51,-126.65
356670,-111.15,-34.85,158.08
356873,3.54,-91.19,-161.93
357076,-45.96,75.07,43.4
357279,106.14,38.82,-61.71
357483,-23.62,299.19,25.45
357685,-56.64,210.21,-114.5
357890,-60.49,190.67,59.88
358092,-80.26,29.48,167.24
358295,9.89,-43.76,-10.68
358498,-12.7,7.93,23.62
358701,13.67,-63.05,-30.21
358903,-0.37,15.87,1.83
359106,15.26,-21.97,4.76
359310,-5.19,-4.88,-8.12
359514,2.38,13.55,7.08
359717,3.6,-5.8,-5.43
359921,-2.01,-0.98,-1.77
360125,3.23,-5.92,-2.93
360329,-17.82,8.42,2.38
360532,35.71,-453.31,45.35
360735,-41.56,290.95,-129.27
360937,-7.75,80.87,71.47
361140,6.9,-61.83,18.01
361343,-7.08,43.52,-3.3
361546,-4.94,5.43,-4.03
361748,9.83,-16.48,-1.28
361951,-1.16,12.39,2.62
362154,0.18,0.49,1.34
362358,4.33,-5.19,0.43
362561,2.81,-7.93,0.0
362764,-1.59,4.27,2.75
362969,-0.73,3.66,3.05
363172,-0.31,-0.31,0.98
363376,3.6,-4.27,-3.36
363581,-54.81,-146.97,-40.22
363785,-46.75,-50.29,-58.96
363988,104.98,67.08,-9.46
364191,-79.47,385.99,120.06
364394,83.44,-401.67,-21.12
364597,-30.76,326.78,-153.38
364801,-11.29,-77.33,6.53
365005,56.27,-25.39,-27.83
365209,8.0,-198.73,-35.64
365414,-16.05,153.02,-72.94
365617,81.24,-416.14,-73.91
365822,-156.01,498.29,-133.42
366024,232.48,-562.26,59.94
366227,-265.32,640.5,47.3
366430,109.44,-195.19,120.48
366633,26.79,-255.55,-154.24
366836,-113.4,499.57,-47.49
367041,273.86,-507.87,4.15
367245,-4.33,-34.0,-20.32
367448,-229.19,393.31,43.33
367654,-88.75,249.39,-69.09
367857,138.0,-268.25,38.45
368060,76.35,-5.8,-26.86
368264,145.14,-307.01,54.08
368467,-13.55,66.22,-25.82
368670,11.78,-67.5,-9.95
368875,-15.63,64.45,9.83
369080,2.26,-14.1,0.37
369284,-1.65,-2.26,0.24
369487,-5.98,15.75,4.03
369692,0.85,-0.61,-5.31
369896,-0.37,3.11,-5.31
370101,-2.01,2.14,-4.82
370304,1.89,-3.72,-6.41
370509,1.46,-2.08,-3.97
370714,-2.69,5.92,-3.78
370917,1.22,1.65,-2.01
371121,-0.92,-2.2,0.79
371326,34.12,-33.33,92.65
371529,32.78,-99.49,-138.98
371731,-80.51,214.36,59.2
371935,32.65,-61.4,-36.93
372139,-14.34,37.66,-18.68
372343,0.92,-20.14,6.53
372547,-8.97,14.47,6.84
372751,1.22,-8.79,-12.88
372954,-1.53,12.94,4.52
373157,-1.65,12.88,28.14
373360,-37.41,-31.31,-17.33
373563,90.39,-184.75,83.5
373766,-79.83,433.23,18.49
373968,29.97,-133.79,8.12
374173,-73.79,152.59,-9.4
374375,17.52,-34.06,-23.32
